id,car,price, origin,condition,carType,km,carColor,interiorColor,carDoor,carSeat,engine,gear,wheelDrive
Mã: 4392522,Porsche Macan GTS - 2020,5900000000,Nhập khẩu,Xe đã dùng,SUV,"20,000 Km",Đỏ,Đen,5 cửa,5 chỗ,Xăng2.9L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4389259,Toyota Fortuner TRD Sportivo 4x2 AT - 2016,740000000,Lắp ráp trong nước,Xe đã dùng,SUV,"47,500 Km",Trắng,Kem,5 cửa,8 chỗ,Xăng2.7L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4417317,Hyundai SantaFe Cao cấp 2.5L HTRAC - 2021,1345000000,Lắp ráp trong nước,Xe đã dùng,SUV,"13,000 Km",Đỏ,Nâu,5 cửa,7 chỗ,Xăng2.5L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4442653,Toyota Hilux 2.8L 4x4 AT - 2020,1010000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"22,000 Km",Cam,Đen,4 cửa,5 chỗ,Dầu2.8L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 3648602,Hyundai Veracruz 3.8 V6 - 2008,469000000,Nhập khẩu,Xe đã dùng,SUV,"90,000 Km",Trắng,Ghi,5 cửa,7 chỗ,Xăng3.8L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4342718,Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,937000000,Lắp ráp trong nước,Xe mới,Bán tải / Pickup,0 Km,Đen,-,4 cửa,5 chỗ,Dầu2.0L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4437320,Mercedes Benz E class E200 Sport - 2019,1890000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Đen,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 3648602,Hyundai Veracruz 3.8 V6 - 2008,469000000,Nhập khẩu,Xe đã dùng,SUV,"90,000 Km",Trắng,Ghi,5 cửa,7 chỗ,Xăng3.8L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4342718,Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,937000000,Lắp ráp trong nước,Xe mới,Bán tải / Pickup,0 Km,Đen,-,4 cửa,5 chỗ,Dầu2.0L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4437320,Mercedes Benz E class E200 Sport - 2019,1890000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Đen,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4417491,Mercedes Benz GLS 400 4Matic - 2016,2750000000,Nhập khẩu,Xe đã dùng,SUV,"60,000 Km",Trắng,Nâu,5 cửa,7 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4434244,Kia Cerato 1.6 AT Luxury - 2019,583000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Trắng,Kem,4 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4239579,Ford Everest 2.6L 4x2 MT - 2008,270000000,Lắp ráp trong nước,Xe đã dùng,SUV,"110,000 Km",Vàng,Kem,5 cửa,8 chỗ,Xăng2.6L,Số tay,RFD - Dẫn động cầu sau
Mã: 4365861,Luxgen S3 1.6 AT - 2016,309000000,Nhập khẩu,Xe đã dùng,Sedan,"102,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng,Số tự động,FWD - Dẫn động cầu trước
Mã: 4448705,Peugeot 3008 AL - 2022,1119000000,Lắp ráp trong nước,Xe mới,SUV,0 Km,Đỏ,Đen,4 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 3762383,Honda CRV L - 2022,1048000000,Lắp ráp trong nước,Xe mới,SUV,0 Km,Xanh,-,5 cửa,7 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4051833,Toyota Fortuner TRD Sportivo 4x2 AT - 2016,635000000,Lắp ráp trong nước,Xe đã dùng,SUV,0 Km,Trắng,Kem,5 cửa,8 chỗ,Xăng2.7L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4437888,Mazda 6 2.0L Premium - 2017,698000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"55,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4392503,LandRover Range Rover SV Autobiography LWB 5.0 - 2016,7580000000,Nhập khẩu,Xe đã dùng,SUV,"45,000 Km",Ghi,Nâu,5 cửa,4 chỗ,Xăng5.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4445455,Mercedes Benz C class C250 Exclusive - 2018,1350000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"51,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4398502,Mercedes Benz S class S450L Luxury - 2020,4350000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"9,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng3.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4442918,Toyota Yaris 1.5G - 2019,599000000,Nhập khẩu,Xe đã dùng,Hatchback,"20,000 Km",Trắng,Kem,5 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 3849218,Toyota Land Cruiser 3.5 V6 - 2021,4060000000,Nhập khẩu,Xe mới,SUV,0 Km,Đen,Đen,5 cửa,7 chỗ,Xăng3.4L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4275304,Ford Mondeo 2.3 AT - 2010,370000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"98,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng2.3L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4397039,VinFast Lux A 2.0 Plus 2.0 AT - 2019,765000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"21,000 Km",Đen,Nâu,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4324215,Mercedes Benz C class C200 - 2018,1160000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"33,000 Km",Đen,Kem,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4354083,Kia Cerato 1.6 AT Luxury - 2020,615000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"25,689 Km",Trắng,Kem,4 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4442918,Toyota Yaris 1.5G - 2019,599000000,Nhập khẩu,Xe đã dùng,Hatchback,"20,000 Km",Trắng,Kem,5 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 3849218,Toyota Land Cruiser 3.5 V6 - 2021,4060000000,Nhập khẩu,Xe mới,SUV,0 Km,Đen,Đen,5 cửa,7 chỗ,Xăng3.4L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4275304,Ford Mondeo 2.3 AT - 2010,370000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"98,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng2.3L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4397039,VinFast Lux A 2.0 Plus 2.0 AT - 2019,765000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"21,000 Km",Đen,Nâu,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4324215,Mercedes Benz C class C200 - 2018,1160000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"33,000 Km",Đen,Kem,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4354083,Kia Cerato 1.6 AT Luxury - 2020,615000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"25,689 Km",Trắng,Kem,4 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4404690,Toyota Corolla altis 1.8G AT - 2011,425000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Bạc,Kem,4 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4177528,Mitsubishi Xpander Cross 1.5 AT - 2022,680000000,Nhập khẩu,Xe mới,SUV,0 Km,Cam,-,5 cửa,7 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4435747,Lexus RX 350 AWD - 2010,1050000000,Nhập khẩu,Xe đã dùng,SUV,"80,000 Km",Đỏ,Kem,5 cửa,5 chỗ,Xăng3.5L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4176207,Mercedes Benz C class C180 AMG - 2021,1439000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Đen,Kem,4 cửa,5 chỗ,Xăng1.5L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4164534,Hyundai i10 1.2 AT - 2022,430000000,Lắp ráp trong nước,Xe mới,Hatchback,0 Km,Xanh,Kem,5 cửa,5 chỗ,Xăng1.25L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4303341,Toyota Corolla altis 1.8V - 2022,765000000,Nhập khẩu,Xe mới,Sedan,0 Km,Xanh,Đen,4 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4372788,Audi A6 1.8 TFSI - 2017,1470000000,Nhập khẩu,Xe đã dùng,Sedan,"30,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4424094,Toyota Vios 1.5G - 2019,539000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"27,000 Km",Nâu,Kem,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4423667,LandRover Defender 110 First Edition P400 3.0 AT - 2020,5790000000,Nhập khẩu,Xe đã dùng,SUV,"14,400 Km",Nâu,Kem,5 cửa,4 chỗ,Xăng3.0L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4427483,Toyota Innova 2.0 MT - 2007,188000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"160,000 Km",Bạc,Kem,5 cửa,8 chỗ,Xăng2.0L,Số tay,RFD - Dẫn động cầu sau
Mã: 4263408,Honda Civic G 1.5 AT - 2022,770000000,Nhập khẩu,Xe mới,Sedan,0 Km,Bạc,Ghi,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4199932,Mercedes Benz GLS 450 4Matic - 2020,5950000000,Nhập khẩu,Xe đã dùng,SUV,"4,600 Km",Trắng,Nhiều màu,5 cửa,7 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4436358,Mitsubishi Triton 4x2 AT - 2019,579000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"13,000 Km",Bạc,Xám,4 cửa,5 chỗ,Dầu2.5L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4400979,Ford EcoSport Titanium 1.5 AT - 2021,618000000,Lắp ráp trong nước,Xe đã dùng,SUV,"15,000 Km",Trắng,Đen,5 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4446153,Chevrolet Spark Van 0.8 MT - 2010,85000000,Lắp ráp trong nước,Xe đã dùng,Van/Minivan,"100,000 Km",Đỏ,Đỏ,5 cửa,2 chỗ,Xăng0.8L,Số tay,FWD - Dẫn động cầu trước
Mã: 4154476,Isuzu Dmax LS 1.9L 4x2 AT - 2021,590000000,Nhập khẩu,Xe mới,Bán tải / Pickup,0 Km,Đen,Đen,4 cửa,5 chỗ,Dầu1.9L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4369717,Mazda 6 2.0L - 2018,665000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"38,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4425973,Kia Sonet Premium 1.5 AT - 2022,624000000,Lắp ráp trong nước,Xe mới,Crossover,0 Km,Cam,Đen,5 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4420248,Chevrolet Vivant CDX MT - 2009,155000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"90,000 Km",Bạc,Ghi,5 cửa,7 chỗ,Xăng2.0L,Số tay,FWD - Dẫn động cầu trước
Mã: 4430715,Porsche Macan S - 2019,3999000000,Nhập khẩu,Xe đã dùng,SUV,"57,600 Km",Trắng,Nâu,5 cửa,5 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4427975,Honda CRV 2.0 AT - 2016,695000000,Lắp ráp trong nước,Xe đã dùng,SUV,0 Km,Trắng,Kem,5 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 3691608,Mercedes Benz E class E180 - 2021,2050000000,Lắp ráp trong nước,Xe mới,Sedan,0 Km,Trắng,Đen,4 cửa,5 chỗ,Xăng1.5L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4400340,Toyota Fortuner 2.7V 4x4 AT - 2020,1150000000,Nhập khẩu,Xe đã dùng,SUV,"22,000 Km",Đen,Đen,5 cửa,7 chỗ,Xăng2.7L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4434949,Toyota Alphard Executive Lounge - 2019,3900000000,Nhập khẩu,Xe đã dùng,Van/Minivan,"30,000 Km",Đen,Đen,5 cửa,7 chỗ,Xăng3.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4425869,Kia K3 Luxury 1.6 AT - 2022,639000000,Lắp ráp trong nước,Xe mới,Sedan,0 Km,Xanh,Đen,4 cửa,5 chỗ,Xăng1.6L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4283494,Porsche Panamera 3.6 V6 - 2010,1990000000,Nhập khẩu,Xe đã dùng,Sedan,"40,000 Km",Trắng,Kem,5 cửa,4 chỗ,Xăng3.6L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4172151,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022,1340000000,Lắp ráp trong nước,Xe mới,SUV,0 Km,Đen,Nâu,5 cửa,7 chỗ,Dầu2.2L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4448783,Mazda 3 - 2018,589000000,Lắp ráp trong nước,Xe đã dùng,Hatchback,"28,000 Km",Đỏ,Đen,5 cửa,5 chỗ,Xăng,Số tự động,FWD - Dẫn động cầu trước
Mã: 4370443,Mercedes Benz E class E300 AMG - 2022,2950000000,Lắp ráp trong nước,Xe mới,Sedan,0 Km,Trắng,Nâu,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4448278,Mazda 3 2.0L Signature Premium - 2020,750000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"20,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 3798569,Honda CRV L - 2022,1083000000,Lắp ráp trong nước,Xe mới,SUV,0 Km,Trắng,-,5 cửa,7 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4429751,Toyota Fortuner 2.7V 4x2 AT - 2016,840000000,Nhập khẩu,Xe đã dùng,SUV,0 Km,Nâu,Nâu,5 cửa,8 chỗ,Xăng2.7L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4334361,Toyota Land Cruiser VX 4.6 V8 - 2014,2480000000,Nhập khẩu,Xe đã dùng,SUV,"97,000 Km",Bạc,Đen,5 cửa,8 chỗ,Xăng4.6L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4435401,BMW X5 xDrive40i xLine Plus - 2020,4399000000,Nhập khẩu,Xe đã dùng,SUV,"30,000 Km",Xám,Kem,5 cửa,7 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4428596,BMW 7 Series 730Li - 2010,835000000,Nhập khẩu,Xe đã dùng,Sedan,"120,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng3.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4366768,Peugeot 2008 GT Line 1.2 AT - 2022,849000000,Lắp ráp trong nước,Xe mới,Crossover,0 Km,Cam,Đen,5 cửa,5 chỗ,Xăng1.2L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4444449,Toyota Camry LE 2.5 - 2010,525000000,Nhập khẩu,Xe đã dùng,Sedan,0 Km,Đen,Kem,4 cửa,5 chỗ,Xăng2.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4189648,Hyundai Accent 1.4 MT Tiêu Chuẩn - 2022,426000000,Lắp ráp trong nước,Xe mới,Sedan,0 Km,Trắng,Màu khác,4 cửa,5 chỗ,Xăng1.4L,Số tay,FWD - Dẫn động cầu trước
Mã: 4262099,VinFast Fadil Tiêu chuẩn 1.4 AT - 2022,352000000,Lắp ráp trong nước,Xe mới,Hatchback,0 Km,Trắng,Đen,5 cửa,5 chỗ,Xăng1.4L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4412367,Hyundai Elantra 1.8 AT - 2013,397000000,Nhập khẩu,Xe đã dùng,Sedan,"85,000 Km",Bạc,Màu khác,4 cửa,5 chỗ,Xăng1.8L,Số tự động,FWD - Dẫn động cầu trước
Mã: 3691632,Mercedes Benz GLC 300 4Matic - 2021,2499000000,Lắp ráp trong nước,Xe mới,SUV,0 Km,Trắng,Kem,5 cửa,5 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4444588,Mercedes Benz GLS 450 4Matic - 2021,5899000000,Nhập khẩu,Xe đã dùng,SUV,"11,000 Km",Đen,Kem,5 cửa,7 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4403720,LandRover Range Rover Sport Autobiography - 2015,3050000000,Nhập khẩu,Xe đã dùng,SUV,"38,000 Km",Trắng,Nâu,5 cửa,7 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4354416,Mitsubishi Triton 4x2 AT Mivec Premium - 2021,738000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"26,000 Km",Xám,Đen,4 cửa,5 chỗ,Dầu2.4L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4303225,Ford EcoSport Titanium 1.0 EcoBoost - 2018,520000000,Lắp ráp trong nước,Xe đã dùng,SUV,"42,000 Km",Vàng,Đen,5 cửa,5 chỗ,Xăng1.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 3820829,Isuzu QKR 230 - 2021,475000000,Lắp ráp trong nước,Xe mới,Truck,0 Km,Trắng,-,2 cửa,3 chỗ,Dầu,Số tay,RFD - Dẫn động cầu sau
Mã: 4414027,Kia Sorento Signature 2.2 AT AWD - 2021,1270000000,Lắp ráp trong nước,Xe đã dùng,SUV,"28,000 Km",Đỏ,Kem,5 cửa,6 chỗ,Dầu2.2L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4277370,Ford Fiesta Titanium 1.5 AT - 2014,325000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"68,000 Km",Bạc,Kem,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4245111,Lexus RX 330 AWD - 2005,520000000,Nhập khẩu,Xe đã dùng,SUV,"120,000 Km",Xanh,Kem,5 cửa,5 chỗ,Xăng3.3L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4422073,Ford Ranger Wildtrak 2.2L 4x2 AT - 2013,468000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"80,000 Km",Đỏ,Ghi,4 cửa,5 chỗ,Dầu2.2L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4422696,Mitsubishi Zinger GLS 2.4 MT - 2008,199000000,Lắp ráp trong nước,Xe đã dùng,SUV,"80,000 Km",Cát,Kem,5 cửa,8 chỗ,Xăng2.4L,Số tay,FWD - Dẫn động cầu trước
Mã: 4441617,Mitsubishi Triton 4x4 AT Mivec Premium - 2021,836000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"9,000 Km",Trắng,Đen,4 cửa,5 chỗ,Dầu2.4L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4442363,VinFast Fadil 1.4 AT Premium - 2019,370000000,Lắp ráp trong nước,Xe đã dùng,Hatchback,"38,000 Km",Trắng,Đen,5 cửa,5 chỗ,Xăng1.4L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4428597,Mercedes Benz C class C200 - 2016,935000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"48,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4227807,Hyundai SantaFe Tiêu chuẩn 2.5L - 2022,1030000000,Lắp ráp trong nước,Xe mới,SUV,0 Km,Trắng,Màu khác,5 cửa,7 chỗ,Xăng2.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4436147,Porsche Cayenne 3.0 V6 - 2018,5600000000,Nhập khẩu,Xe đã dùng,SUV,"30,000 Km",Trắng,Kem,5 cửa,5 chỗ,Xăng3.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4444693,Nissan Navara VL 2.3 AT 4WD Cao cấp - 2022,940000000,Nhập khẩu,Xe mới,Bán tải / Pickup,0 Km,Xám,Đen,4 cửa,5 chỗ,Dầu2.3L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4374838,Mercedes Benz E class E250 - 2010,485000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"90,000 Km",Đen,Đen,4 cửa,5 chỗ,Xăng1.8L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4436329,Hyundai Starex Van 2.5 MT - 2004,132000000,Nhập khẩu,Xe đã dùng,Van/Minivan,"80,000 Km",Bạc,Ghi,4 cửa,6 chỗ,Dầu2.5L,Số tay,RFD - Dẫn động cầu sau
Mã: 4271574,Hyundai Verna 1.4 AT - 2009,229000000,Nhập khẩu,Xe đã dùng,Sedan,"89,000 Km",Bạc,Kem,4 cửa,5 chỗ,Xăng1.4L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4376392,Toyota Innova 2.0E - 2015,365000000,Lắp ráp trong nước,Xe đã dùng,Crossover,0 Km,Bạc,Kem,5 cửa,8 chỗ,Xăng2.0L,Số tay,RFD - Dẫn động cầu sau
Mã: 4445466,Ford Ranger Raptor 2.0L 4x4 AT - 2019,1266000000,Nhập khẩu,Xe đã dùng,Bán tải / Pickup,"42,000 Km",Xanh,Đen,4 cửa,5 chỗ,Dầu2.0L,Số tự động,4WD - Dẫn động 4 bánh
Mã: 4447525,Toyota Vios 1.5G - 2018,469000000,Lắp ráp trong nước,Xe đã dùng,Sedan,3 Km,Đen,Kem,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4439014,Volkswagen Tiguan Allspace - 2019,1326000000,Nhập khẩu,Xe đã dùng,SUV,"59,000 Km",Đen,Đen,5 cửa,7 chỗ,Xăng2.0L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4428022,Ford Explorer Limited 2.3L EcoBoost - 2018,1739000000,Nhập khẩu,Xe đã dùng,SUV,"30,000 Km",Đen,Ghi,5 cửa,7 chỗ,Xăng2.3L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4304374,Ford Everest Titanium 2.0L 4x2 AT - 2022,1200000000,Nhập khẩu,Xe mới,SUV,0 Km,Trắng,Đen,5 cửa,7 chỗ,Dầu2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4414978,Hyundai Accent 1.4 MT - 2014,368000000,Nhập khẩu,Xe đã dùng,Sedan,"70,000 Km",Trắng,Kem,4 cửa,5 chỗ,Xăng1.4L,Số tay,FWD - Dẫn động cầu trước
Mã: 4240181,Mercedes Benz E class E250 - 2010,515000000,Lắp ráp trong nước,Xe đã dùng,Sedan,0 Km,Nâu,Đen,4 cửa,5 chỗ,Xăng1.8L,Số tự động,RFD - Dẫn động cầu sau
Mã: 3796631,VinFast Fadil Tiêu chuẩn 1.4 AT - 2022,342000000,Lắp ráp trong nước,Xe mới,Hatchback,0 Km,Trắng,Màu khác,5 cửa,5 chỗ,Xăng1.4L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4443573,Mitsubishi Attrage 1.2 CVT - 2021,440000000,Nhập khẩu,Xe đã dùng,Sedan,"3,000 Km",Trắng,Đen,4 cửa,5 chỗ,Xăng1.2L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4376951,Hyundai Kona 2.0 ATH - 2019,629000000,Lắp ráp trong nước,Xe đã dùng,Crossover,"30,000 Km",Trắng,Đen,5 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4420548,Mercedes Benz E class E200 - 2018,1520000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"60,000 Km",Đen,Nâu,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4443990,Toyota Vios G 1.5 CVT - 2022,588000000,Lắp ráp trong nước,Xe đã dùng,Sedan,300 Km,Bạc,Kem,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4407332,Kia K3 2.0 AT - 2014,439000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"60,000 Km",Xanh,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4443990,Toyota Vios G 1.5 CVT - 2022,588000000,Lắp ráp trong nước,Xe đã dùng,Sedan,300 Km,Bạc,Kem,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4407332,Kia K3 2.0 AT - 2014,439000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"60,000 Km",Xanh,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4410507,Mazda 3 1.5L Premium - 2022,749000000,Lắp ráp trong nước,Xe mới,Sedan,0 Km,Xanh,Nhiều màu,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4408764,Mitsubishi Pajero Sport G 4x2 AT - 2014,465000000,Lắp ráp trong nước,Xe đã dùng,SUV,"99,000 Km",Trắng,Đen,5 cửa,7 chỗ,Xăng3.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 4425149,Kia Sonet Deluxe 1.5 AT - 2022,554000000,Lắp ráp trong nước,Xe mới,Crossover,0 Km,Trắng,Đen,5 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4396197,Lexus LX 570 - 2018,8480000000,Nhập khẩu,Xe đã dùng,SUV,"50,000 Km",Đen,Nâu,5 cửa,4 chỗ,Xăng5.7L,Số tự động,AWD - 4 bánh toàn thời gian
Mã: 4424399,Toyota Vios 1.5E CVT - 2019,488000000,Lắp ráp trong nước,Xe đã dùng,Sedan,"28,000 Km",Trắng,Kem,4 cửa,5 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
Mã: 4071803,BMW 3 Series 320i Sport Line - 2022,1671000000,Nhập khẩu,Xe mới,Sedan,0 Km,Đỏ,Đen,4 cửa,5 chỗ,Xăng2.0L,Số tự động,RFD - Dẫn động cầu sau
Mã: 3873109,Suzuki XL7 1.5 AT - 2022,589000000,Nhập khẩu,Xe mới,SUV,0 Km,Cam,Đen,5 cửa,7 chỗ,Xăng1.5L,Số tự động,FWD - Dẫn động cầu trước
